Date,Event mm,Flag,
21/08/2014 09:33:49,0,I,
21/08/2014 09:37:08,0,x,
27/08/2014 15:08:44,0.2,,
27/08/2014 15:15:40,0.2,,
29/08/2014 01:37:53,0.2,,
15/09/2014 06:03:05,0.2,,
15/09/2014 06:14:13,0.2,,
15/09/2014 06:37:50,0.2,,
15/09/2014 18:31:04,0.2,,
15/09/2014 18:43:17,0.2,,
15/09/2014 18:51:55,0.2,,
15/09/2014 19:14:41,0.2,,
15/09/2014 21:30:48,0.2,,
17/09/2014 16:03:08,0.2,,
17/09/2014 16:05:54,0.2,,
17/09/2014 16:08:29,0.2,,
17/09/2014 16:10:35,0.2,,
17/09/2014 16:12:14,0.2,,
17/09/2014 16:13:34,0.2,,
17/09/2014 16:18:18,0.2,,
17/09/2014 17:37:26,0.2,,
20/09/2014 17:42:51,0.2,,
20/09/2014 17:45:41,0.2,,
20/09/2014 18:03:16,0.2,,
21/09/2014 05:29:05,0.2,,
07/10/2014 07:16:26,0.2,,
09/10/2014 00:52:18,0.2,,
09/10/2014 01:54:49,0.2,,
09/10/2014 02:00:02,0.2,,
09/10/2014 02:05:34,0.2,,
09/10/2014 02:08:38,0.2,,
09/10/2014 02:13:15,0.2,,
09/10/2014 02:16:26,0.2,,
09/10/2014 02:21:24,0.2,,
09/10/2014 02:23:49,0.2,,
09/10/2014 02:27:26,0.2,,
09/10/2014 02:29:30,0.2,,
09/10/2014 02:33:46,0.2,,
09/10/2014 02:36:53,0.2,,
09/10/2014 02:43:17,0.2,,
09/10/2014 02:46:20,0.2,,
09/10/2014 02:50:39,0.2,,
09/10/2014 02:52:47,0.2,,
09/10/2014 02:56:51,0.2,,
09/10/2014 03:00:55,0.2,,
09/10/2014 03:11:41,0.2,,
09/10/2014 03:15:38,0.2,,
09/10/2014 03:19:05,0.2,,
09/10/2014 03:22:54,0.2,,
09/10/2014 03:28:10,0.2,,
09/10/2014 03:31:58,0.2,,
09/10/2014 03:39:59,0.2,,
09/10/2014 03:45:05,0.2,,
09/10/2014 03:50:47,0.2,,
09/10/2014 04:00:39,0.2,,
09/10/2014 04:15:43,0.2,,
09/10/2014 04:31:07,0.2,,
09/10/2014 05:09:58,0.2,,
09/10/2014 09:55:14,0.2,,
09/10/2014 10:12:30,0.2,,
09/10/2014 12:40:08,0.2,,
09/10/2014 13:01:17,0.2,,
09/10/2014 14:30:43,0.2,,
09/10/2014 16:04:02,0.2,,
09/10/2014 18:56:16,0.2,,
09/10/2014 19:02:31,0.2,,
09/10/2014 19:05:27,0.2,,
09/10/2014 19:13:57,0.2,,
09/10/2014 19:19:01,0.2,,
09/10/2014 19:23:44,0.2,,
09/10/2014 19:30:25,0.2,,
09/10/2014 19:40:11,0.2,,
09/10/2014 19:46:04,0.2,,
09/10/2014 19:51:27,0.2,,
09/10/2014 19:57:11,0.2,,
09/10/2014 20:08:34,0.2,,
09/10/2014 20:20:31,0.2,,
09/10/2014 20:26:56,0.2,,
09/10/2014 20:32:20,0.2,,
09/10/2014 20:38:17,0.2,,
09/10/2014 20:52:56,0.2,,
09/10/2014 21:05:53,0.2,,
09/10/2014 21:13:55,0.2,,
09/10/2014 21:23:12,0.2,,
09/10/2014 21:26:33,0.2,,
09/10/2014 21:32:19,0.2,,
09/10/2014 21:42:33,0.2,,
09/10/2014 21:51:21,0.2,,
09/10/2014 21:57:35,0.2,,
09/10/2014 22:09:46,0.2,,
09/10/2014 22:17:11,0.2,,
09/10/2014 22:43:12,0.2,,
10/10/2014 04:44:17,0.2,,
10/10/2014 04:53:35,0.2,,
10/10/2014 04:57:24,0.2,,
10/10/2014 05:03:12,0.2,,
10/10/2014 05:05:47,0.2,,
10/10/2014 05:08:13,0.2,,
10/10/2014 05:09:35,0.2,,
10/10/2014 05:11:34,0.2,,
10/10/2014 05:13:22,0.2,,
10/10/2014 05:15:50,0.2,,
10/10/2014 05:18:01,0.2,,
10/10/2014 05:20:53,0.2,,
10/10/2014 05:22:52,0.2,,
10/10/2014 05:25:52,0.2,,
10/10/2014 05:29:58,0.2,,
10/10/2014 06:29:42,0.2,,
10/10/2014 07:39:33,0.2,,
10/10/2014 16:32:40,0.2,,
10/10/2014 16:40:56,0.2,,
10/10/2014 16:59:31,0.2,,
10/10/2014 20:05:11,0.2,,
11/10/2014 00:43:12,0.2,,
11/10/2014 01:03:46,0.2,,
11/10/2014 02:36:19,0.2,,
11/10/2014 03:07:52,0.2,,
11/10/2014 03:18:32,0.2,,
11/10/2014 03:20:37,0.2,,
11/10/2014 03:24:35,0.2,,
11/10/2014 03:29:38,0.2,,
11/10/2014 03:34:42,0.2,,
11/10/2014 03:37:13,0.2,,
11/10/2014 03:41:21,0.2,,
11/10/2014 03:44:09,0.2,,
11/10/2014 03:48:54,0.2,,
11/10/2014 03:58:50,0.2,,
11/10/2014 04:43:57,0.2,,
11/10/2014 04:49:24,0.2,,
11/10/2014 04:59:20,0.2,,
11/10/2014 05:09:48,0.2,,
11/10/2014 05:23:00,0.2,,
11/10/2014 05:28:49,0.2,,
11/10/2014 05:33:29,0.2,,
11/10/2014 05:35:12,0.2,,
11/10/2014 05:38:15,0.2,,
11/10/2014 05:40:29,0.2,,
11/10/2014 05:42:42,0.2,,
11/10/2014 05:44:15,0.2,,
11/10/2014 05:46:18,0.2,,
11/10/2014 05:47:58,0.2,,
11/10/2014 05:50:06,0.2,,
11/10/2014 05:52:30,0.2,,
11/10/2014 05:55:57,0.2,,
11/10/2014 05:58:31,0.2,,
11/10/2014 06:05:14,0.2,,
11/10/2014 06:23:14,0.2,,
11/10/2014 06:33:57,0.2,,
11/10/2014 06:38:13,0.2,,
11/10/2014 06:42:10,0.2,,
11/10/2014 06:45:00,0.2,,
11/10/2014 06:48:38,0.2,,
11/10/2014 06:51:44,0.2,,
11/10/2014 06:55:05,0.2,,
11/10/2014 06:57:44,0.2,,
11/10/2014 07:01:15,0.2,,
11/10/2014 07:04:09,0.2,,
11/10/2014 07:06:52,0.2,,
11/10/2014 07:09:16,0.2,,
11/10/2014 07:13:02,0.2,,
11/10/2014 07:17:26,0.2,,
11/10/2014 07:25:38,0.2,,
11/10/2014 07:29:46,0.2,,
11/10/2014 07:36:04,0.2,,
11/10/2014 07:41:18,0.2,,
11/10/2014 08:22:11,0.2,,
11/10/2014 17:49:01,0.2,,
11/10/2014 17:59:38,0.2,,
11/10/2014 18:18:34,0.2,,
11/10/2014 18:53:31,0.2,,
11/10/2014 22:35:42,0.2,,
11/10/2014 23:23:19,0.2,,
11/10/2014 23:28:17,0.2,,
11/10/2014 23:35:38,0.2,,
11/10/2014 23:40:22,0.2,,
11/10/2014 23:46:04,0.2,,
12/10/2014 00:02:33,0.2,,
12/10/2014 01:34:20,0.2,,
12/10/2014 01:54:51,0.2,,
12/10/2014 02:04:50,0.2,,
12/10/2014 02:13:27,0.2,,
12/10/2014 02:37:07,0.2,,
12/10/2014 03:21:49,0.2,,
12/10/2014 05:39:30,0.2,,
19/10/2014 19:40:40,0.2,,
24/10/2014 21:25:18,0.2,,
24/10/2014 21:35:25,0.2,,
24/10/2014 21:55:17,0.2,,
24/10/2014 22:48:18,0.2,,
24/10/2014 23:13:08,0.2,,
24/10/2014 23:16:03,0.2,,
24/10/2014 23:23:58,0.2,,
