1,735246.493055556
0,735246.49375
0,735246.494444444
1,735246.615277778
1,735246.714583333
0,735246.715277778
0,735246.715972222
0,735246.717361111
0,735246.71875
0,735246.720833333
0,735246.722222222
0,735246.723611111
0,735246.727083333
0,735246.73125
0,735246.750694444
0,735246.756944444
0,735246.767361111
0,735246.779861111
0,735246.7875
0,735246.791666667
0,735246.795833333
0,735246.799305556
0,735246.802083333
0,735246.803472222
0,735246.804861111
0,735246.806944444
0,735246.809722222
0,735246.813194444
0,735246.815277778
0,735246.817361111
0,735246.819444444
0,735246.821527778
0,735246.824305556
0,735246.826388889
0,735246.829166667
0,735246.83125
0,735246.833333333
0,735246.836111111
0,735246.838194444
0,735246.839583333
0,735246.843055556
0,735246.857291667
0,735246.871527778
0,735246.878472222
0,735246.88125
0,735246.888194444
0,735246.893055556
0,735246.896527778
0,735246.9
0,735246.907638889
0,735246.911111111
0,735246.928472222
1,735247.008333333
0,735247.010416667
0,735247.011805556
0,735247.013194444
0,735247.014583333
0,735247.016666667
0,735247.01875
0,735247.020138889
0,735247.021527778
0,735247.023611111
0,735247.026388889
0,735247.028472222
0,735247.031944444
0,735247.038194444
0,735247.040972222
0,735247.045833333
0,735247.047916667
0,735247.05
0,735247.053472222
0,735247.054166667
0,735247.057638889
0,735247.063888889
0,735247.068055556
0,735247.071527778
0,735247.078472222
0,735247.084722222
0,735247.086805556
0,735247.089583333
0,735247.092361111
0,735247.098611111
0,735247.100694444
0,735247.104861111
0,735247.109027778
0,735247.111805556
0,735247.113194444
0,735247.114583333
0,735247.115972222
0,735247.118055556
0,735247.119444444
0,735247.121527778
0,735247.122916667
0,735247.125
0,735247.126388889
0,735247.129166667
0,735247.132638889
0,735247.152083333
0,735247.161805556
0,735247.173958333
0,735247.186111111
0,735247.192361111
0,735247.199305556
0,735247.209027778
0,735247.213888889
0,735247.219444444
0,735247.222916667
0,735247.225
0,735247.228472222
0,735247.23125
0,735247.2375
0,735247.240972222
0,735247.247916667
0,735247.252777778
0,735247.261805556
0,735247.275347222
0,735247.288888889
0,735247.304166667
0,735247.310416667
1,735247.752083333
0,735247.752777778
0,735247.753472222
0,735247.75625
0,735247.765972222
0,735247.767361111
1,735247.81875
1,735248.004861111
0,735248.011805556
1,735248.116666667
1,735248.761805556
0,735248.763888889
0,735248.765972222
0,735248.766666667
0,735248.769444444
0,735248.772916667
0,735248.775
0,735248.777777778
0,735248.782638889
0,735248.788888889
1,735249.691666667
0,735249.695138889
0,735249.696527778
0,735249.697916667
0,735249.698611111
0,735249.7
0,735249.700694444
0,735249.701388889
0,735249.702083333
0,735249.702777778
0,735249.703472222
0,735249.704166667
0,735249.70625
0,735249.709027778
0,735249.715972222
0,735249.723611111
1,735250.036111111
0,735250.05625
0,735250.073611111
0,735250.090972222
0,735250.102777778
0,735250.11875
0,735250.130555556
1,735250.566666667
1,735250.648611111
0,735250.651388889
0,735250.652777778
0,735250.667361111
0,735250.66875
0,735250.669444444
0,735250.674305556
1,735250.76875
0,735250.773611111
0,735250.779861111
1,735250.825
0,735250.831944444
0,735250.834027778
0,735250.836111111
0,735250.839583333
0,735250.845138889
0,735250.847222222
0,735250.848611111
0,735250.849305556
0,735250.85
0,735250.851388889
0,735250.854166667
0,735250.859722222
0,735250.878819444
0,735250.897916667
1,735251.009722222
0,735251.019444444
0,735251.0375
0,735251.041666667
0,735251.048611111
1,735251.234027778
1,735251.788888889
1,735258.54375
0,735258.564236111
0,735258.584722222
0,735258.585416667
0,735258.586111111
0,735258.595833333
0,735258.609722222
0,735258.623611111
0,735258.625
0,735258.627083333
0,735258.629166667
0,735258.630555556
0,735258.631944444
0,735258.632638889
0,735258.633333333
0,735258.634027778
0,735258.634722222
0,735258.635416667
0,735258.636111111
0,735258.636805556
0,735258.6375
0,735258.638194444
0,735258.640972222
0,735258.643055556
0,735258.64375
0,735258.645138889
0,735258.646527778
0,735258.647916667
0,735258.648611111
0,735258.65
0,735258.651388889
0,735258.652083333
0,735258.653472222
0,735258.654166667
0,735258.654861111
0,735258.655555556
0,735258.65625
0,735258.656944444
0,735258.657638889
0,735258.658333333
0,735258.659722222
0,735258.660416667
0,735258.661111111
0,735258.661805556
0,735258.663194444
0,735258.665277778
0,735258.667361111
0,735258.668055556
0,735258.66875
0,735258.670138889
0,735258.672222222
0,735258.675
0,735258.678472222
0,735258.679861111
0,735258.68125
0,735258.683333333
0,735258.684722222
0,735258.686111111
0,735258.6875
0,735258.689583333
0,735258.690972222
0,735258.693055556
0,735258.694444444
0,735258.696527778
0,735258.698611111
0,735258.700694444
0,735258.702777778
0,735258.704861111
0,735258.706944444
0,735258.709027778
0,735258.715277778
0,735258.719444444
0,735258.722222222
0,735258.725694444
0,735258.728472222
0,735258.730555556
0,735258.732638889
0,735258.734027778
0,735258.735416667
0,735258.736111111
0,735258.7375
0,735258.738194444
0,735258.739583333
0,735258.740972222
0,735258.742361111
0,735258.74375
0,735258.744444444
0,735258.745138889
0,735258.745833333
0,735258.746527778
0,735258.747222222
0,735258.748611111
0,735258.75
0,735258.751388889
0,735258.752777778
0,735258.754166667
0,735258.754861111
0,735258.75625
0,735258.757638889
0,735258.760416667
0,735258.764583333
0,735258.768055556
0,735258.776388889
0,735258.790625
0,735258.804861111
1,735259.051388889
1,735267.108333333
0,735267.124652778
0,735267.140972222
0,735267.147222222
0,735267.149305556
0,735267.152777778
0,735267.155555556
0,735267.158333333
0,735267.160416667
0,735267.1625
0,735267.165277778
0,735267.171527778
0,735267.18125
0,735267.190972222
0,735267.210763889
0,735267.230555556
1,735268.597222222
0,735268.602777778
0,735268.604861111
0,735268.605555556
0,735268.60625
0,735268.606944444
0,735268.607638889
0,735268.608333333
0,735268.609027778
0,735268.610416667
0,735268.611805556
0,735268.613888889
0,735268.616666667
0,735268.621527778
1,735268.833333333
0,735268.849305556
0,735268.850694444
0,735268.852777778
0,735268.854166667
0,735268.854861111
0,735268.855555556
0,735268.85625
0,735268.856944444
0,735268.857638889
0,735268.858333333
0,735268.859027778
0,735268.859722222
0,735268.860416667
0,735268.861111111
0,735268.861805556
0,735268.8625
0,735268.863194444
0,735268.863888889
0,735268.864583333
0,735268.865277778
0,735268.865972222
0,735268.866666667
0,735268.867361111
0,735268.868055556
0,735268.86875
0,735268.869444444
0,735268.870138889
0,735268.870833333
0,735268.871527778
0,735268.872222222
0,735268.872916667
0,735268.873611111
0,735268.874305556
0,735268.875
0,735268.875694444
0,735268.876388889
0,735268.877083333
0,735268.877777778
0,735268.878472222
0,735268.879166667
0,735268.879861111
0,735268.880555556
0,735268.88125
0,735268.881944444
0,735268.882638889
0,735268.884027778
0,735268.884722222
0,735268.886805556
0,735268.888194444
