Date,Level cm,Flow l/s,Flag
12/04/2012 14:50:00,31.3859,76.1907,I
12/04/2012 14:55:00,31.3145,75.6242,
12/04/2012 15:00:00,31.2125,74.8400,
12/04/2012 15:05:00,31.2941,75.4649,
12/04/2012 15:10:00,31.3859,76.1907,
12/04/2012 15:15:00,31.5185,77.2768,
12/04/2012 15:20:00,31.4369,76.6034,
12/04/2012 15:25:00,31.6204,78.1398,
12/04/2012 15:30:00,31.3043,75.5444,
12/04/2012 15:35:00,31.1717,74.5354,
12/04/2012 15:40:00,31.6408,78.3151,
12/04/2012 15:45:00,31.4369,76.6034,
12/04/2012 15:50:00,31.4879,77.0224,
12/04/2012 15:55:00,31.4981,77.1070,
12/04/2012 16:00:00,31.1717,74.5354,
12/04/2012 16:05:00,31.4573,76.7702,
12/04/2012 16:10:00,31.4369,76.6034,
12/04/2012 16:15:00,31.4573,76.7702,
12/04/2012 16:20:00,31.3655,76.0274,
12/04/2012 16:25:00,31.2329,74.9943,
12/04/2012 16:30:00,31.5389,77.4476,
12/04/2012 16:35:00,31.3961,76.2727,
12/04/2012 16:40:00,31.4267,76.5203,
12/04/2012 16:45:00,31.3859,76.1907,
12/04/2012 16:50:00,31.4267,76.5203,
12/04/2012 16:55:00,31.4063,76.3550,
12/04/2012 17:00:00,31.5490,77.5333,
12/04/2012 17:05:00,31.3961,76.2727,
12/04/2012 17:10:00,31.3961,76.2727,
12/04/2012 17:15:00,31.7836,79.5658,
12/04/2012 17:20:00,31.6816,78.6683,
12/04/2012 17:25:00,31.2941,75.4649,
12/04/2012 17:30:00,31.7122,78.9354,
12/04/2012 17:35:00,31.8244,79.9304,
12/04/2012 17:40:00,31.5694,77.7054,
12/04/2012 17:45:00,31.4573,76.7702,
12/04/2012 17:50:00,31.4675,76.8541,
12/04/2012 17:55:00,31.4777,76.9381,
12/04/2012 18:00:00,31.4777,76.9381,
12/04/2012 18:05:00,31.6408,78.3151,
12/04/2012 18:10:00,31.6510,78.4031,
12/04/2012 18:15:00,31.5083,77.1918,
12/04/2012 18:20:00,31.5592,77.6193,
12/04/2012 18:25:00,31.7938,79.6567,
12/04/2012 18:30:00,31.5083,77.1918,
12/04/2012 18:35:00,31.3859,76.1907,
12/04/2012 18:40:00,31.6510,78.4031,
12/04/2012 18:45:00,31.5287,77.3621,
12/04/2012 18:50:00,31.2431,75.0719,
12/04/2012 18:55:00,31.4879,77.0224,
12/04/2012 19:00:00,31.6000,77.9654,
12/04/2012 19:05:00,31.3043,75.5444,
12/04/2012 19:10:00,31.4471,76.6867,
12/04/2012 19:15:00,31.4471,76.6867,
12/04/2012 19:20:00,31.6816,78.6683,
12/04/2012 19:25:00,31.4063,76.3550,
12/04/2012 19:30:00,31.5796,77.7919,
12/04/2012 19:35:00,31.3043,75.5444,
12/04/2012 19:40:00,31.4675,76.8541,
12/04/2012 19:45:00,31.6612,78.4912,
12/04/2012 19:50:00,31.3655,76.0274,
12/04/2012 19:55:00,31.3655,76.0274,
12/04/2012 20:00:00,31.4981,77.1070,
12/04/2012 20:05:00,31.6306,78.2273,
12/04/2012 20:10:00,31.5389,77.4476,
12/04/2012 20:15:00,31.2431,75.0719,
12/04/2012 20:20:00,31.3757,76.1089,
12/04/2012 20:25:00,31.6408,78.3151,
12/04/2012 20:30:00,31.6612,78.4912,
12/04/2012 20:35:00,31.3757,76.1089,
12/04/2012 20:40:00,31.3757,76.1089,
12/04/2012 20:45:00,31.3757,76.1089,
12/04/2012 20:50:00,31.6306,78.2273,
12/04/2012 20:55:00,31.6306,78.2273,
12/04/2012 21:00:00,31.6000,77.9654,
12/04/2012 21:05:00,31.3553,75.9462,
12/04/2012 21:10:00,31.3553,75.9462,
12/04/2012 21:15:00,31.6306,78.2273,
12/04/2012 21:20:00,31.6408,78.3151,
12/04/2012 21:25:00,31.6102,78.0525,
12/04/2012 21:30:00,31.4981,77.1070,
12/04/2012 21:35:00,31.5898,77.8785,
