Date,Level cm,Flow l/s,Flag
13/04/2012 20:30:00,19.8260,23.9778,
13/04/2012 20:35:00,19.8158,23.9469,
13/04/2012 20:40:00,19.8158,23.9469,
13/04/2012 20:45:00,19.8158,23.9469,
13/04/2012 20:50:00,19.6527,23.4571,
13/04/2012 20:55:00,19.7852,23.8546,
13/04/2012 21:00:00,19.9382,24.3184,
13/04/2012 21:05:00,19.9586,24.3806,
13/04/2012 21:10:00,19.6832,23.5484,
13/04/2012 21:15:00,19.8464,24.0395,
13/04/2012 21:20:00,19.8464,24.0395,
13/04/2012 21:25:00,19.6221,23.3659,
13/04/2012 21:30:00,19.7342,23.7012,
13/04/2012 21:35:00,19.6425,23.4266,
13/04/2012 21:40:00,19.5813,23.2446,
13/04/2012 21:45:00,19.7444,23.7319,
13/04/2012 21:50:00,19.7444,23.7319,
13/04/2012 21:55:00,19.8974,24.1942,
13/04/2012 22:00:00,19.5201,23.0635,
13/04/2012 22:05:00,19.5201,23.0635,
13/04/2012 22:10:00,19.6730,23.5180,
13/04/2012 22:15:00,19.6221,23.3659,
13/04/2012 22:20:00,19.4691,22.9132,
13/04/2012 22:25:00,19.7750,23.8239,
13/04/2012 22:30:00,19.3671,22.6143,
13/04/2012 22:35:00,19.3773,22.6441,
13/04/2012 22:40:00,19.3773,22.6441,
13/04/2012 22:45:00,19.3671,22.6143,
13/04/2012 22:50:00,19.7546,23.7625,
13/04/2012 22:55:00,19.4997,23.0033,
13/04/2012 23:00:00,19.5507,23.1539,
13/04/2012 23:05:00,19.5201,23.0635,
13/04/2012 23:10:00,19.5201,23.0635,
13/04/2012 23:15:00,19.6730,23.5180,
13/04/2012 23:20:00,19.5609,23.1842,
13/04/2012 23:25:00,19.4589,22.8832,
13/04/2012 23:30:00,19.6119,23.3355,
13/04/2012 23:35:00,19.5405,23.1238,
13/04/2012 23:40:00,19.6425,23.4266,
13/04/2012 23:45:00,19.6832,23.5484,
13/04/2012 23:50:00,19.6832,23.5484,
13/04/2012 23:55:00,19.7036,23.6095,
14/04/2012 00:00:00,19.5507,23.1539,
14/04/2012 00:05:00,19.5915,23.2749,
14/04/2012 00:10:00,19.4895,22.9732,
14/04/2012 00:15:00,19.4895,22.9732,
14/04/2012 00:20:00,19.7444,23.7319,
14/04/2012 00:25:00,19.8056,23.9161,
14/04/2012 00:30:00,19.6934,23.5790,
14/04/2012 00:35:00,19.5813,23.2446,
14/04/2012 00:40:00,19.7546,23.7625,
14/04/2012 00:45:00,19.5405,23.1238,
14/04/2012 00:50:00,19.3977,22.7037,
14/04/2012 00:55:00,19.3977,22.7037,
14/04/2012 01:00:00,19.2855,22.3769,
14/04/2012 01:05:00,19.4079,22.7336,
14/04/2012 01:10:00,19.4691,22.9132,
14/04/2012 01:15:00,19.3161,22.4658,
14/04/2012 01:20:00,19.4895,22.9732,
14/04/2012 01:25:00,19.4895,22.9732,
